   id,      z_2d,      z_1d,     zs_1d,        dx,         b,         n
    1,  1261.631,  1259.631,  1257.631,    30.000,    15.000,   0.05000
    2,  1267.599,  1265.599,  1263.599,    30.000,    15.000,   0.05000
    3,  1242.376,  1240.376,  1238.376,    42.426,    15.000,   0.05000
    4,  1233.374,  1231.374,  1229.374,    30.000,    15.000,   0.05000
    5,  1242.743,  1240.743,  1238.743,    42.426,    15.000,   0.05000
    6,  1205.406,  1203.406,  1201.406,    30.000,    15.000,   0.05000
    7,  1215.045,  1213.045,  1211.045,    30.000,    15.000,   0.05000
    8,  1269.552,  1267.552,  1265.552,    42.426,    15.000,   0.05000
    9,  1189.258,  1187.258,  1185.258,    30.000,    15.000,   0.05000
   10,  1197.858,  1195.858,  1193.858,    30.000,    15.000,   0.05000
   11,  1239.018,  1237.018,  1235.018,    42.426,    15.000,   0.05000
   12,  1281.333,  1279.333,  1277.333,    42.426,    15.000,   0.05000
   13,  1187.701,  1185.701,  1183.701,    30.000,    15.000,   0.05000
   14,  1176.495,  1174.495,  1172.495,    30.000,    15.000,   0.05000
   15,  1173.470,  1171.470,  1169.470,    42.426,    15.000,   0.05000
   16,  1209.579,  1207.579,  1205.579,    42.426,    15.000,   0.05000
   17,  1252.621,  1250.621,  1248.621,    42.426,    15.000,   0.05000
   18,  1061.999,  1059.999,  1057.999,    42.426,    15.000,   0.05000
   19,  1163.135,  1161.135,  1159.135,    30.000,    15.000,   0.05000
   20,  1161.167,  1159.167,  1157.167,    30.000,    15.000,   0.05000
   21,  1149.288,  1147.288,  1145.288,    30.000,    15.000,   0.05000
   22,  1184.480,  1182.480,  1180.480,    42.426,    15.000,   0.05000
   23,   990.289,   988.289,   986.289,    42.426,    15.000,   0.05000
   24,  1006.502,  1004.502,  1002.502,    30.000,    15.000,   0.05000
   25,  1023.018,  1021.018,  1019.018,    30.000,    15.000,   0.05000
   26,  1035.293,  1033.293,  1031.293,    30.000,    15.000,   0.05000
   27,  1175.156,  1173.156,  1171.156,    42.426,    15.000,   0.05000
   28,  1148.502,  1146.502,  1144.502,    30.000,    15.000,   0.05000
   29,  1160.320,  1158.320,  1156.320,    30.000,    15.000,   0.05000
   30,  1130.637,  1128.637,  1126.637,    30.000,    15.000,   0.05000
   31,  1156.262,  1154.262,  1152.262,    42.426,    15.000,   0.05000
   32,  1338.314,  1336.314,  1334.314,    42.426,    15.000,   0.05000
   33,   973.057,   971.057,   969.057,    42.426,    15.000,   0.05000
   34,  1149.326,  1147.326,  1145.326,    42.426,    15.000,   0.05000
   35,  1140.687,  1138.687,  1136.687,    42.426,    15.000,   0.05000
   36,  1143.315,  1141.315,  1139.315,    30.000,    15.000,   0.05000
   37,  1122.025,  1120.025,  1118.025,    42.426,    15.000,   0.05000
   38,  1131.371,  1129.371,  1127.371,    30.000,    15.000,   0.05000
   39,  1254.110,  1252.110,  1250.110,    30.000,    15.000,   0.05000
   40,  1292.006,  1290.006,  1288.006,    30.000,    15.000,   0.05000
   41,  1518.504,  1516.504,  1514.504,    42.426,    15.000,   0.05000
   42,   992.399,   990.399,   988.399,    30.000,    15.000,   0.05000
   43,   984.375,   982.375,   980.375,    30.000,    15.000,   0.05000
   44,   979.921,   977.921,   975.921,    30.000,    15.000,   0.05000
   45,   975.806,   973.806,   971.806,    30.000,    15.000,   0.05000
   46,   967.127,   965.127,   963.127,    42.426,    15.000,   0.05000
   47,   966.179,   964.179,   962.179,    42.426,    15.000,   0.05000
   48,  1059.424,  1057.424,  1055.424,    42.426,    15.000,   0.05000
   49,  1104.972,  1102.972,  1100.972,    42.426,    15.000,   0.05000
   50,  1121.388,  1119.388,  1117.388,    30.000,    15.000,   0.05000
   51,  1117.318,  1115.318,  1113.318,    30.000,    15.000,   0.05000
   52,  1121.467,  1119.467,  1117.467,    42.426,    15.000,   0.05000
   53,  1100.934,  1098.934,  1096.934,    42.426,    15.000,   0.05000
   54,  1138.154,  1136.154,  1134.154,    42.426,    15.000,   0.05000
   55,  1181.845,  1179.845,  1177.845,    42.426,    15.000,   0.05000
   56,  1244.012,  1242.012,  1240.012,    30.000,    15.000,   0.05000
   57,  1230.640,  1228.640,  1226.640,    30.000,    15.000,   0.05000
   58,  1260.958,  1258.958,  1256.958,    42.426,    15.000,   0.05000
   59,  1494.763,  1492.763,  1490.763,    42.426,    15.000,   0.05000
   60,  1028.732,  1026.732,  1024.732,    42.426,    15.000,   0.05000
   61,   962.099,   960.099,   958.099,    42.426,    15.000,   0.05000
   62,   953.384,   951.384,   949.384,    42.426,    15.000,   0.05000
   63,  1034.830,  1032.830,  1030.830,    42.426,    15.000,   0.05000
   64,  1079.471,  1077.471,  1075.471,    42.426,    15.000,   0.05000
   65,  1096.950,  1094.950,  1092.950,    30.000,    15.000,   0.05000
   66,  1097.784,  1095.784,  1093.784,    42.426,    15.000,   0.05000
   67,  1159.953,  1157.953,  1155.953,    42.426,    15.000,   0.05000
   68,  1216.706,  1214.706,  1212.706,    30.000,    15.000,   0.05000
   69,  1216.376,  1214.376,  1212.376,    30.000,    15.000,   0.05000
   70,  1223.938,  1221.938,  1219.938,    42.426,    15.000,   0.05000
   71,  1439.712,  1437.712,  1435.712,    42.426,    15.000,   0.05000
   72,  1108.646,  1106.646,  1104.646,    30.000,    15.000,   0.05000
   73,  1092.197,  1090.197,  1088.197,    30.000,    15.000,   0.05000
   74,  1083.157,  1081.157,  1079.157,    30.000,    15.000,   0.05000
   75,  1075.677,  1073.677,  1071.677,    30.000,    15.000,   0.05000
   76,  1065.962,  1063.962,  1061.962,    30.000,    15.000,   0.05000
   77,  1062.069,  1060.069,  1058.069,    42.426,    15.000,   0.05000
   78,  1028.732,  1026.732,  1024.732,    42.426,    15.000,   0.05000
   79,  1018.483,  1016.483,  1014.483,    30.000,    15.000,   0.05000
   80,  1008.545,  1006.545,  1004.545,    30.000,    15.000,   0.05000
   81,  1007.570,  1005.570,  1003.570,    42.426,    15.000,   0.05000
   82,   956.617,   954.617,   952.617,    42.426,    15.000,   0.05000
   83,   948.067,   946.067,   944.067,    30.000,    15.000,   0.05000
   84,  1008.005,  1006.005,  1004.005,    42.426,    15.000,   0.05000
   85,  1061.443,  1059.443,  1057.443,    42.426,    15.000,   0.05000
   86,  1136.241,  1134.241,  1132.241,    30.000,    15.000,   0.05000
   87,  1080.563,  1078.563,  1076.563,    30.000,    15.000,   0.05000
   88,  1072.375,  1070.375,  1068.375,    30.000,    15.000,   0.05000
   89,  1183.169,  1181.169,  1179.169,    42.426,    15.000,   0.05000
   90,  1208.840,  1206.840,  1204.840,    42.426,    15.000,   0.05000
   91,  1202.380,  1200.380,  1198.380,    30.000,    15.000,   0.05000
   92,  1200.640,  1198.640,  1196.640,    30.000,    15.000,   0.05000
   93,  1210.605,  1208.605,  1206.605,    30.000,    15.000,   0.05000
   94,  1264.294,  1262.294,  1260.294,    30.000,    15.000,   0.05000
   95,  1409.017,  1407.017,  1405.017,    42.426,    15.000,   0.05000
   96,  1049.452,  1047.452,  1045.452,    30.000,    15.000,   0.05000
   97,  1045.594,  1043.594,  1041.594,    30.000,    15.000,   0.05000
   98,  1035.759,  1033.759,  1031.759,    42.426,    15.000,   0.05000
   99,  1005.724,  1003.724,  1001.724,    30.000,    15.000,   0.05000
  100,   994.330,   992.330,   990.330,    30.000,    15.000,   0.05000
  101,   985.668,   983.668,   981.668,    30.000,    15.000,   0.05000
  102,   978.429,   976.429,   974.429,    30.000,    15.000,   0.05000
  103,   975.600,   973.600,   971.600,    30.000,    15.000,   0.05000
  104,   972.815,   970.815,   968.815,    42.426,    15.000,   0.05000
  105,   951.793,   949.793,   947.793,    30.000,    15.000,   0.05000
  106,   942.033,   940.033,   938.033,    42.426,    15.000,   0.05000
  107,   980.786,   978.786,   976.786,    42.426,    15.000,   0.05000
  108,   989.990,   987.990,   985.990,    42.426,    15.000,   0.05000
  109,  1029.547,  1027.547,  1025.547,    42.426,    15.000,   0.05000
  110,  1045.054,  1043.054,  1041.054,    30.000,    15.000,   0.05000
  111,  1110.677,  1108.677,  1106.677,    42.426,    15.000,   0.05000
  112,  1068.413,  1066.413,  1064.413,    42.426,    15.000,   0.05000
  113,  1072.281,  1070.281,  1068.281,    42.426,    15.000,   0.05000
  114,  1186.465,  1184.465,  1182.465,    42.426,    15.000,   0.05000
  115,  1184.117,  1182.117,  1180.117,    30.000,    15.000,   0.05000
  116,  1179.387,  1177.387,  1175.387,    42.426,    15.000,   0.05000
  117,  1237.879,  1235.879,  1233.879,    42.426,    15.000,   0.05000
  118,  1380.438,  1378.438,  1376.438,    42.426,    15.000,   0.05000
  119,   972.703,   970.703,   968.703,    30.000,    15.000,   0.05000
  120,   965.736,   963.736,   961.736,    30.000,    15.000,   0.05000
  121,   963.734,   961.734,   959.734,    30.000,    15.000,   0.05000
  122,   959.415,   957.415,   955.415,    30.000,    15.000,   0.05000
  123,   954.623,   952.623,   950.623,    30.000,    15.000,   0.05000
  124,   951.645,   949.645,   947.645,    30.000,    15.000,   0.05000
  125,   951.645,   949.645,   947.645,    30.000,    15.000,   0.05000
  126,   951.645,   949.645,   947.645,    42.426,    15.000,   0.05000
  127,   943.444,   941.444,   939.444,    42.426,    15.000,   0.05000
  128,   941.093,   939.093,   937.093,    30.000,    15.000,   0.05000
  129,   960.588,   958.588,   956.588,    42.426,    15.000,   0.05000
  130,   971.078,   969.078,   967.078,    30.000,    15.000,   0.05000
  131,  1002.920,  1000.920,   998.920,    42.426,    15.000,   0.05000
  132,  1015.001,  1013.001,  1011.001,    30.000,    15.000,   0.05000
  133,  1104.328,  1102.328,  1100.328,    30.000,    15.000,   0.05000
  134,  1078.879,  1076.879,  1074.879,    30.000,    15.000,   0.05000
  135,  1048.369,  1046.369,  1044.369,    42.426,    15.000,   0.05000
  136,  1170.291,  1168.291,  1166.291,    42.426,    15.000,   0.05000
  137,  1156.407,  1154.407,  1152.407,    30.000,    15.000,   0.05000
  138,  1156.899,  1154.899,  1152.899,    42.426,    15.000,   0.05000
  139,  1173.031,  1171.031,  1169.031,    42.426,    15.000,   0.05000
  140,  1192.235,  1190.235,  1188.235,    30.000,    15.000,   0.05000
  141,  1212.337,  1210.337,  1208.337,    30.000,    15.000,   0.05000
  142,  1348.559,  1346.559,  1344.559,    30.000,    15.000,   0.05000
  143,  1219.566,  1217.566,  1215.566,    42.426,    15.000,   0.05000
  144,  1170.252,  1168.252,  1166.252,    42.426,    15.000,   0.05000
  145,  1133.062,  1131.062,  1129.062,    42.426,    15.000,   0.05000
  146,   945.548,   943.548,   941.548,    30.000,    15.000,   0.05000
  147,   942.957,   940.957,   938.957,    30.000,    15.000,   0.05000
  148,   938.638,   936.638,   934.638,    30.000,    15.000,   0.05000
  149,   930.429,   928.429,   926.429,    42.426,    15.000,   0.05000
  150,   953.953,   951.953,   949.953,    42.426,    15.000,   0.05000
  151,   961.502,   959.502,   957.502,    42.426,    15.000,   0.05000
  152,   983.720,   981.720,   979.720,    30.000,    15.000,   0.05000
  153,  1061.267,  1059.267,  1057.267,    30.000,    15.000,   0.05000
  154,  1046.750,  1044.750,  1042.750,    30.000,    15.000,   0.05000
  155,  1037.322,  1035.322,  1033.322,    42.426,    15.000,   0.05000
  156,  1161.357,  1159.357,  1157.357,    30.000,    15.000,   0.05000
  157,  1138.279,  1136.279,  1134.279,    42.426,    15.000,   0.05000
  158,  1121.943,  1119.943,  1117.943,    30.000,    15.000,   0.05000
  159,  1144.472,  1142.472,  1140.472,    42.426,    15.000,   0.05000
  160,  1333.313,  1331.313,  1329.313,    30.000,    15.000,   0.05000
  161,  1320.411,  1318.411,  1316.411,    42.426,    15.000,   0.05000
  162,  1273.897,  1271.897,  1269.897,    42.426,    15.000,   0.05000
  163,  1228.876,  1226.876,  1224.876,    42.426,    15.000,   0.05000
  164,  1197.204,  1195.204,  1193.204,    30.000,    15.000,   0.05000
  165,  1143.156,  1141.156,  1139.156,    42.426,    15.000,   0.05000
  166,  1098.467,  1096.467,  1094.467,    42.426,    15.000,   0.05000
  167,   984.758,   982.758,   980.758,    30.000,    15.000,   0.05000
  168,   973.778,   971.778,   969.778,    42.426,    15.000,   0.05000
  169,   929.442,   927.442,   925.442,    30.000,    15.000,   0.05000
  170,   944.637,   942.637,   940.637,    42.426,    15.000,   0.05000
  171,   944.564,   942.564,   940.564,    42.426,    15.000,   0.05000
  172,   950.952,   948.952,   946.952,    30.000,    15.000,   0.05000
  173,  1040.214,  1038.214,  1036.214,    30.000,    15.000,   0.05000
  174,  1023.318,  1021.318,  1019.318,    42.426,    15.000,   0.05000
  175,  1021.061,  1019.061,  1017.061,    30.000,    15.000,   0.05000
  176,  1148.888,  1146.888,  1144.888,    42.426,    15.000,   0.05000
  177,  1109.944,  1107.944,  1105.944,    42.426,    15.000,   0.05000
  178,  1109.880,  1107.880,  1105.880,    30.000,    15.000,   0.05000
  179,  1114.899,  1112.899,  1110.899,    42.426,    15.000,   0.05000
  180,  1290.898,  1288.898,  1286.898,    30.000,    15.000,   0.05000
  181,  1246.919,  1244.919,  1242.919,    30.000,    15.000,   0.05000
  182,  1234.269,  1232.269,  1230.269,    42.426,    15.000,   0.05000
  183,  1210.978,  1208.978,  1206.978,    42.426,    15.000,   0.05000
  184,  1176.461,  1174.461,  1172.461,    42.426,    15.000,   0.05000
  185,  1119.245,  1117.245,  1115.245,    42.426,    15.000,   0.05000
  186,  1077.745,  1075.745,  1073.745,    42.426,    15.000,   0.05000
  187,   961.122,   959.122,   957.122,    42.426,    15.000,   0.05000
  188,   922.305,   920.305,   918.305,    30.000,    15.000,   0.05000
  189,   930.669,   928.669,   926.669,    42.426,    15.000,   0.05000
  190,   937.957,   935.957,   933.957,    30.000,    15.000,   0.05000
  191,  1026.506,  1024.506,  1022.506,    42.426,    15.000,   0.05000
  192,  1002.973,  1000.973,   998.973,    30.000,    15.000,   0.05000
  193,   999.313,   997.313,   995.313,    42.426,    15.000,   0.05000
  194,  1170.828,  1168.828,  1166.828,    30.000,    15.000,   0.05000
  195,  1173.308,  1171.308,  1169.308,    42.426,    15.000,   0.05000
  196,  1123.578,  1121.578,  1119.578,    42.426,    15.000,   0.05000
  197,  1096.786,  1094.786,  1092.786,    42.426,    15.000,   0.05000
  198,  1094.040,  1092.040,  1090.040,    30.000,    15.000,   0.05000
  199,  1101.596,  1099.596,  1097.596,    42.426,    15.000,   0.05000
  200,  1294.824,  1292.824,  1290.824,    30.000,    15.000,   0.05000
  201,  1272.475,  1270.475,  1268.475,    30.000,    15.000,   0.05000
  202,  1263.682,  1261.682,  1259.682,    42.426,    15.000,   0.05000
  203,  1209.300,  1207.300,  1205.300,    42.426,    15.000,   0.05000
  204,  1159.403,  1157.403,  1155.403,    30.000,    15.000,   0.05000
  205,  1096.753,  1094.753,  1092.753,    30.000,    15.000,   0.05000
  206,  1083.709,  1081.709,  1079.709,    30.000,    15.000,   0.05000
  207,  1072.206,  1070.206,  1068.206,    30.000,    15.000,   0.05000
  208,  1069.150,  1067.150,  1065.150,    30.000,    15.000,   0.05000
  209,  1058.069,  1056.069,  1054.069,    42.426,    15.000,   0.05000
  210,  1028.837,  1026.837,  1024.837,    30.000,    15.000,   0.05000
  211,   996.627,   994.627,   992.627,    30.000,    15.000,   0.05000
  212,   954.070,   952.070,   950.070,    42.426,    15.000,   0.05000
  213,   958.456,   956.456,   954.456,    42.426,    15.000,   0.05000
  214,   919.421,   917.421,   915.421,    30.000,    15.000,   0.05000
  215,   924.169,   922.169,   920.169,    30.000,    15.000,   0.05000
  216,   992.834,   990.834,   988.834,    42.426,    15.000,   0.05000
  217,   987.234,   985.234,   983.234,    42.426,    15.000,   0.05000
  218,  1158.444,  1156.444,  1154.444,    42.426,    15.000,   0.05000
  219,  1134.552,  1132.552,  1130.552,    42.426,    15.000,   0.05000
  220,  1098.169,  1096.169,  1094.169,    42.426,    15.000,   0.05000
  221,  1070.597,  1068.597,  1066.597,    30.000,    15.000,   0.05000
  222,  1338.714,  1336.714,  1334.714,    30.000,    15.000,   0.05000
  223,  1318.457,  1316.457,  1314.457,    42.426,    15.000,   0.05000
  224,  1233.649,  1231.649,  1229.649,    42.426,    15.000,   0.05000
  225,  1186.044,  1184.044,  1182.044,    42.426,    15.000,   0.05000
  226,  1140.081,  1138.081,  1136.081,    42.426,    15.000,   0.05000
  227,  1039.397,  1037.397,  1035.397,    42.426,    15.000,   0.05000
  228,  1016.786,  1014.786,  1012.786,    30.000,    15.000,   0.05000
  229,   978.281,   976.281,   974.281,    42.426,    15.000,   0.05000
  230,   945.473,   943.473,   941.473,    42.426,    15.000,   0.05000
  231,   945.435,   943.435,   941.435,    42.426,    15.000,   0.05000
  232,   913.750,   911.750,   909.750,    30.000,    15.000,   0.05000
  233,   924.169,   922.169,   920.169,    42.426,    15.000,   0.05000
  234,   986.391,   984.391,   982.391,    30.000,    15.000,   0.05000
  235,   982.026,   980.026,   978.026,    30.000,    15.000,   0.05000
  236,   997.493,   995.493,   993.493,    42.426,    15.000,   0.05000
  237,  1050.645,  1048.645,  1046.645,    42.426,    15.000,   0.05000
  238,  1136.919,  1134.919,  1132.919,    42.426,    15.000,   0.05000
  239,  1103.363,  1101.363,  1099.363,    42.426,    15.000,   0.05000
  240,  1060.235,  1058.235,  1056.235,    30.000,    15.000,   0.05000
  241,  1216.896,  1214.896,  1212.896,    30.000,    15.000,   0.05000
  242,  1196.153,  1194.153,  1192.153,    42.426,    15.000,   0.05000
  243,  1144.890,  1142.890,  1140.890,    42.426,    15.000,   0.05000
  244,  1129.104,  1127.104,  1125.104,    30.000,    15.000,   0.05000
  245,  1035.512,  1033.512,  1031.512,    30.000,    15.000,   0.05000
  246,  1019.659,  1017.659,  1015.659,    30.000,    15.000,   0.05000
  247,  1006.308,  1004.308,  1002.308,    42.426,    15.000,   0.05000
  248,   964.788,   962.788,   960.788,    42.426,    15.000,   0.05000
  249,   939.980,   937.980,   935.980,    30.000,    15.000,   0.05000
  250,   938.252,   936.252,   934.252,    30.000,    15.000,   0.05000
  251,   913.750,   911.750,   909.750,    42.426,    15.000,   0.05000
  252,   911.239,   909.239,   907.239,    30.000,    15.000,   0.05000
  253,   969.836,   967.836,   965.836,    42.426,    15.000,   0.05000
  254,   962.312,   960.312,   958.312,    30.000,    15.000,   0.05000
  255,   968.663,   966.663,   964.663,    30.000,    15.000,   0.05000
  256,  1026.128,  1024.128,  1022.128,    42.426,    15.000,   0.05000
  257,  1103.949,  1101.949,  1099.949,    42.426,    15.000,   0.05000
  258,  1082.070,  1080.070,  1078.070,    42.426,    15.000,   0.05000
  259,  1047.679,  1045.679,  1043.679,    30.000,    15.000,   0.05000
  260,  1166.349,  1164.349,  1162.349,    42.426,    15.000,   0.05000
  261,  1176.338,  1174.338,  1172.338,    42.426,    15.000,   0.05000
  262,  1117.795,  1115.795,  1113.795,    30.000,    15.000,   0.05000
  263,  1106.598,  1104.598,  1102.598,    30.000,    15.000,   0.05000
  264,   990.964,   988.964,   986.964,    30.000,    15.000,   0.05000
  265,   978.955,   976.955,   974.955,    42.426,    15.000,   0.05000
  266,   957.466,   955.466,   953.466,    30.000,    15.000,   0.05000
  267,   932.608,   930.608,   928.608,    42.426,    15.000,   0.05000
  268,   927.226,   925.226,   923.226,    42.426,    15.000,   0.05000
  269,   913.750,   911.750,   909.750,    42.426,    15.000,   0.05000
  270,   905.490,   903.490,   901.490,    30.000,    15.000,   0.05000
  271,   990.131,   988.131,   986.131,    42.426,    15.000,   0.05000
  272,   951.345,   949.345,   947.345,    30.000,    15.000,   0.05000
  273,   958.986,   956.986,   954.986,    30.000,    15.000,   0.05000
  274,  1076.424,  1074.424,  1072.424,    30.000,    15.000,   0.05000
  275,  1119.281,  1117.281,  1115.281,    30.000,    15.000,   0.05000
  276,  1056.788,  1054.788,  1052.788,    42.426,    15.000,   0.05000
  277,  1040.112,  1038.112,  1036.112,    30.000,    15.000,   0.05000
  278,  1054.576,  1052.576,  1050.576,    42.426,    15.000,   0.05000
  279,  1081.383,  1079.383,  1077.383,    30.000,    15.000,   0.05000
  280,  1098.157,  1096.157,  1094.157,    30.000,    15.000,   0.05000
  281,  1118.852,  1116.852,  1114.852,    30.000,    15.000,   0.05000
  282,  1137.539,  1135.539,  1133.539,    30.000,    15.000,   0.05000
  283,  1159.458,  1157.458,  1155.458,    42.426,    15.000,   0.05000
  284,  1103.300,  1101.300,  1099.300,    42.426,    15.000,   0.05000
  285,  1093.953,  1091.953,  1089.953,    30.000,    15.000,   0.05000
  286,   972.834,   970.834,   968.834,    30.000,    15.000,   0.05000
  287,   965.698,   963.698,   961.698,    42.426,    15.000,   0.05000
  288,   934.463,   932.463,   930.463,    42.426,    15.000,   0.05000
  289,   924.033,   922.033,   920.033,    42.426,    15.000,   0.05000
  290,   914.316,   912.316,   910.316,    42.426,    15.000,   0.05000
  291,   899.961,   897.961,   895.961,    30.000,    15.000,   0.05000
  292,   951.338,   949.338,   947.338,    42.426,    15.000,   0.05000
  293,   935.948,   933.948,   931.948,    30.000,    15.000,   0.05000
  294,   962.243,   960.243,   958.243,    42.426,    15.000,   0.05000
  295,   953.680,   951.680,   949.680,    30.000,    15.000,   0.05000
  296,  1049.969,  1047.969,  1045.969,    30.000,    15.000,   0.05000
  297,  1096.080,  1094.080,  1092.080,    30.000,    15.000,   0.05000
  298,  1148.882,  1146.882,  1144.882,    30.000,    15.000,   0.05000
  299,  1035.557,  1033.557,  1031.557,    42.426,    15.000,   0.05000
  300,  1030.555,  1028.555,  1026.555,    30.000,    15.000,   0.05000
  301,  1141.591,  1139.591,  1137.591,    42.426,    15.000,   0.05000
  302,  1092.490,  1090.490,  1088.490,    42.426,    15.000,   0.05000
  303,  1092.869,  1090.869,  1088.869,    30.000,    15.000,   0.05000
  304,   959.098,   957.098,   955.098,    30.000,    15.000,   0.05000
  305,   947.296,   945.296,   943.296,    30.000,    15.000,   0.05000
  306,   939.154,   937.154,   935.154,    30.000,    15.000,   0.05000
  307,   935.062,   933.062,   931.062,    30.000,    15.000,   0.05000
  308,   925.119,   923.119,   921.119,    30.000,    15.000,   0.05000
  309,   920.710,   918.710,   916.710,    30.000,    15.000,   0.05000
  310,   917.625,   915.625,   913.625,    42.426,    15.000,   0.05000
  311,   915.081,   913.081,   911.081,    42.426,    15.000,   0.05000
  312,   905.869,   903.869,   901.869,    42.426,    15.000,   0.05000
  313,   895.753,   893.753,   891.753,    30.000,    15.000,   0.05000
  314,   919.933,   917.933,   915.933,    42.426,    15.000,   0.05000
  315,   929.547,   927.547,   925.547,    42.426,    15.000,   0.05000
  316,   929.405,   927.405,   925.405,    42.426,    15.000,   0.05000
  317,   941.979,   939.979,   937.979,    30.000,    15.000,   0.05000
  318,   945.360,   943.360,   941.360,    30.000,    15.000,   0.05000
  319,  1034.920,  1032.920,  1030.920,    42.426,    15.000,   0.05000
  320,  1087.052,  1085.052,  1083.052,    42.426,    15.000,   0.05000
  321,  1124.931,  1122.931,  1120.931,    42.426,    15.000,   0.05000
  322,  1021.997,  1019.997,  1017.997,    30.000,    15.000,   0.05000
  323,  1024.462,  1022.462,  1020.462,    30.000,    15.000,   0.05000
  324,  1046.514,  1044.514,  1042.514,    42.426,    15.000,   0.05000
  325,  1071.310,  1069.310,  1067.310,    30.000,    15.000,   0.05000
  326,  1139.821,  1137.821,  1135.821,    30.000,    15.000,   0.05000
  327,  1118.347,  1116.347,  1114.347,    30.000,    15.000,   0.05000
  328,  1098.448,  1096.448,  1094.448,    30.000,    15.000,   0.05000
  329,  1085.883,  1083.883,  1081.883,    30.000,    15.000,   0.05000
  330,  1076.332,  1074.332,  1072.332,    30.000,    15.000,   0.05000
  331,  1067.611,  1065.611,  1063.611,    42.426,    15.000,   0.05000
  332,  1076.075,  1074.075,  1072.075,    30.000,    15.000,   0.05000
  333,   908.421,   906.421,   904.421,    30.000,    15.000,   0.05000
  334,   907.862,   905.862,   903.862,    30.000,    15.000,   0.05000
  335,   905.371,   903.371,   901.371,    42.426,    15.000,   0.05000
  336,   913.158,   911.158,   909.158,    42.426,    15.000,   0.05000
  337,   900.920,   898.920,   896.920,    30.000,    15.000,   0.05000
  338,   895.613,   893.613,   891.613,    42.426,    15.000,   0.05000
  339,   899.326,   897.326,   895.326,    30.000,    15.000,   0.05000
  340,   954.613,   952.613,   950.613,    30.000,    15.000,   0.05000
  341,   910.722,   908.722,   906.722,    30.000,    15.000,   0.05000
  342,   930.452,   928.452,   926.452,    30.000,    15.000,   0.05000
  343,   942.477,   940.477,   938.477,    42.426,    15.000,   0.05000
  344,  1005.272,  1003.272,  1001.272,    30.000,    15.000,   0.05000
  345,  1048.180,  1046.180,  1044.180,    30.000,    15.000,   0.05000
  346,  1088.149,  1086.149,  1084.149,    42.426,    15.000,   0.05000
  347,  1005.894,  1003.894,  1001.894,    30.000,    15.000,   0.05000
  348,  1015.785,  1013.785,  1011.785,    42.426,    15.000,   0.05000
  349,  1053.440,  1051.440,  1049.440,    42.426,    15.000,   0.05000
  350,  1057.536,  1055.536,  1053.536,    42.426,    15.000,   0.05000
  351,   891.287,   889.287,   887.287,    42.426,    15.000,   0.05000
  352,   903.232,   901.232,   899.232,    42.426,    15.000,   0.05000
  353,   893.955,   891.955,   889.955,    42.426,    15.000,   0.05000
  354,   891.098,   889.098,   887.098,    30.000,    15.000,   0.05000
  355,   932.285,   930.285,   928.285,    42.426,    15.000,   0.05000
  356,   899.123,   897.123,   895.123,    30.000,    15.000,   0.05000
  357,   922.588,   920.588,   918.588,    42.426,    15.000,   0.05000
  358,   932.414,   930.414,   928.414,    42.426,    15.000,   0.05000
  359,   951.930,   949.930,   947.930,    42.426,    15.000,   0.05000
  360,   986.684,   984.684,   982.684,    42.426,    15.000,   0.05000
  361,  1036.668,  1034.668,  1032.668,    42.426,    15.000,   0.05000
  362,  1056.146,  1054.146,  1052.146,    30.000,    15.000,   0.05000
  363,  1000.447,   998.447,   996.447,    30.000,    15.000,   0.05000
  364,  1013.197,  1011.197,  1009.197,    42.426,    15.000,   0.05000
  365,  1154.555,  1152.555,  1150.555,    30.000,    15.000,   0.05000
  366,  1038.695,  1036.695,  1034.695,    42.426,    15.000,   0.05000
  367,   882.999,   880.999,   878.999,    42.426,    15.000,   0.05000
  368,   895.891,   893.891,   891.891,    30.000,    15.000,   0.05000
  369,   886.542,   884.542,   882.542,    30.000,    15.000,   0.05000
  370,   886.392,   884.392,   882.392,    42.426,    15.000,   0.05000
  371,   914.851,   912.851,   910.851,    42.426,    15.000,   0.05000
  372,   932.114,   930.114,   928.114,    42.426,    15.000,   0.05000
  373,   893.253,   891.253,   889.253,    30.000,    15.000,   0.05000
  374,   922.372,   920.372,   918.372,    42.426,    15.000,   0.05000
  375,   924.774,   922.774,   920.774,    30.000,    15.000,   0.05000
  376,   954.980,   952.980,   950.980,    42.426,    15.000,   0.05000
  377,   960.369,   958.369,   956.369,    30.000,    15.000,   0.05000
  378,   990.350,   988.350,   986.350,    30.000,    15.000,   0.05000
  379,  1007.352,  1005.352,  1003.352,    30.000,    15.000,   0.05000
  380,  1019.920,  1017.920,  1015.920,    30.000,    15.000,   0.05000
  381,  1037.658,  1035.658,  1033.658,    42.426,    15.000,   0.05000
  382,   994.047,   992.047,   990.047,    30.000,    15.000,   0.05000
  383,  1139.044,  1137.044,  1135.044,    42.426,    15.000,   0.05000
  384,  1091.712,  1089.712,  1087.712,    30.000,    15.000,   0.05000
  385,  1067.710,  1065.710,  1063.710,    42.426,    15.000,   0.05000
  386,  1034.964,  1032.964,  1030.964,    30.000,    15.000,   0.05000
  387,  1025.875,  1023.875,  1021.875,    42.426,    15.000,   0.05000
  388,  1046.208,  1044.208,  1042.208,    30.000,    15.000,   0.05000
  389,   868.275,   866.275,   864.275,    42.426,    15.000,   0.05000
